title,outlet,label,url
"the best vegetables for your health, according to nutritionists",FoxNews,1,https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists
eagles' nick sirianni has heated spat with fans after close win vs browns,FoxNews,1,https://www.foxnews.com/sports/eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns
america's 'unique' thanksgiving stuffing preferences state-by-state,FoxNews,1,https://www.foxnews.com/lifestyle/americas-unique-thanksgiving-stuffing-preferences-state-by-state
wisconsin kicks off election season with first widely available absentee ballots,FoxNews,1,https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print
kamala harris struggling to say how she's different than biden on 'the view' surprises cnn panel,FoxNews,1,https://www.foxnews.com/media/kamala-harris-struggling-how-shes-different-biden-the-view-surprises-cnn-panel.print
transgender athlete defeated by woman competitor at major uk competition championship in epic comeback,FoxNews,1,https://www.foxnews.com/sports/transgender-athlete-defeated-woman-competitor-major-uk-competition-championship-epic-comeback.print
"black lives matter blames us, praises cuban regime, social media erupts",FoxNews,1,https://www.foxnews.com/politics/black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts
"how us government will dole out aid to victims of hurricanes milton, helene",FoxNews,1,https://www.foxnews.com/politics/how-us-government-dole-out-aid-victims-hurricanes-milton-helene
biden admin is rushing to industrialize us oceans to stop climate change: 'environmental wrecking ball',FoxNews,1,https://www.foxnews.com/politics/biden-admin-rushing-industrialize-us-oceans-stop-climate-change-environmental-wrecking-ball
"honduran illegal immigrant deported from us twice, sentenced for leading texas burglary ring: 'masterminded'",FoxNews,1,https://www.foxnews.com/us/honduran-illegal-immigrant-deported-twice-sentenced-texas-burglary-ring
colorado mayor speaks out after video of armed venezuelan gang in apartment goes viral: 'failed policy',FoxNews,1,https://www.foxnews.com/us/colorado-mayor-speaks-out-after-video-armed-venezuelan-gang-apartment-goes-viral.print
remains of kansas priest who died in korean war identified,FoxNews,1,https://www.foxnews.com/us/remains-of-kansas-priest-who-died-in-korean-war-identified.print
anti-israel yale protesters joining columbia students in 'tear down our society' ivy league movement: law prof,FoxNews,1,https://www.foxnews.com/us/anti-israel-yale-protesters-joining-columbia-students-in-tear-down-our-society-ivy-league-movement-law-prof
idaho gov praises boise state’s decision to forfeit women’s volleyball match against team with trans player,FoxNews,1,https://www.foxnews.com/sports/idaho-gov-praises-boise-states-decision-forfeit-womens-volleyball-match-against-team-trans-player
billy joel unveils 50-pound weight loss at madison square garden following back surgery,FoxNews,1,https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden
"tequila is more than just a shot, plus other fun facts about this spirit",FoxNews,1,https://www.foxnews.com/food-drink/tequila-more-than-shot-fun-facts-spirit
why americans need more face-to-face civil discussions 'with folks outside their own bubble',FoxNews,1,https://www.foxnews.com/lifestyle/americans-need-face-face-civil-discussions-folks-outside-bubble.print
christian parents complain after 11-year-old daughter forced to share bed with biological male on school trip,FoxNews,1,https://www.foxnews.com/media/mom-dad-complain-11-year-old-daughter-forced-share-bed-biological-male-school-trip
"'slap in the face': media, government downplaying venezuelan gangs, says woman who fled her colorado apartment",FoxNews,1,https://www.foxnews.com/media/slap-face-media-government-downplaying-venezuelan-gangs-says-woman-fled-colorado-apartment
‘seven deadly sins’ biker gang founder kills seven people and dog,FoxNews,1,https://www.foxnews.com/us/seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print
trump indicted a second time in election subversion case brought by special counsel jack smith,FoxNews,1,https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print
inside san jose state's police battle to protect women's athletes threatened by a transgender culture war,FoxNews,1,https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war
fox news power rankings: trump maintains lead on 2 top issues ahead of vp debate,FoxNews,1,https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate
"kate moss, 50, takes victoria's secret fashion show by storm in surprise appearance with daughter lila, 22",FoxNews,1,https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22
"five more house democrats call on biden to drop out, third us senator",FoxNews,1,https://www.foxnews.com/politics/5-more-house-democrats-call-biden-drop-out#&_intcmp=fnhpbt5
"riley gaines visits rnc with message for new york ag letitia james, democrats claiming to be party for women",FoxNews,1,https://www.foxnews.com/politics/riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print
hilary duff lands ‘how i met your father’ series sequel role for hulu,FoxNews,1,https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu
"flashback: new harris campaign senior adviser made several insensitive comments about women, gay people",FoxNews,1,https://www.foxnews.com/politics/flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people
michigan becomes a top gop senate target as mike rogers ties with dem opponent among older voters,FoxNews,1,https://www.foxnews.com/politics/michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters
american women players settle suit vs. us soccer for $24m,FoxNews,1,https://www.foxnews.com/sports/american-women-players-settle-suit-vs-us-soccer-for-24m
herschel walker says obama 'forgot our fight for right to vote' after scolding black voters against harris,FoxNews,1,https://www.foxnews.com/sports/herschel-walker-says-obama-forgot-our-fight-right-vote-after-scolding-black-voters-against-harris
would-be trump assassin wants judge cannon to recuse herself for dismissing document case,FoxNews,1,https://www.foxnews.com/us/would-be-trump-assassin-wants-judge-cannon-recuse-herself-dismissing-document-case.print
nj announces emergency dune repairs in shore town penalized for doing them itself,FoxNews,1,https://www.foxnews.com/politics/nj-announces-emergency-dune-repairs-shore-town-penalized-doing-itself
cnn political director warns of 'trouble sign for harris' as she lags with white male voters in key states,FoxNews,1,https://www.foxnews.com/media/cnn-political-director-warns-trouble-sign-harris-she-lags-white-male-voters-key-states
"japanese soufflé pancake gaining popularity in us, yet origin story begins in hawaii 15 years ago",FoxNews,1,https://www.foxnews.com/food-drink/japanese-souffle-pancake-gaining-popularity-us-origin-story-hawaii-15-years-ago
"garlic: planting, roasting and understanding the health benefits of the plant",FoxNews,1,https://www.foxnews.com/lifestyle/garlic-planting-roasting-cooking-health-benefits
"olympic boxer deemed to have male chromosomes wins fight in 46 seconds, opponent left in tears after hard hits",FoxNews,1,https://www.foxnews.com/sports/olympic-boxer-deemed-have-male-chromosomes-wins-fight-46-seconds-opponent-left-tears-after-hard-hits
women's volleyball team with transgender player getting police protection amid backlash and lawsuit,FoxNews,1,https://www.foxnews.com/sports/womens-volleyball-team-transgender-player-getting-police-security-amid-backlash-lawsuit
oprah winfrey makes surprise dnc appearance to rail against man she once considered running for office with,FoxNews,1,https://www.foxnews.com/politics/oprah-winfrey-makes-surprise-dnc-appearance-rail-against-man-she-once-considered-running-office
here are 20 major media stories cnn's brian stelter ignored on his so-called media show in 2021,FoxNews,1,https://www.foxnews.com/media/cnn-brian-stelter-reliable-sources-2021.print
german bureaucrat under fire for trashing british wwii hero who inspired israeli army,FoxNews,1,https://www.foxnews.com/world/german-bureaucrat-under-fire-trashing-british-wwii-hero-inspired-israeli-army
sniper killed would-be trump assassin with 'one-in-a-million shot': source,FoxNews,1,https://www.foxnews.com/us/sniper-killed-would-be-trump-assassin-one-million-shot-source
rfk jr says ‘corporate media’ has attacked him ‘even more than president trump’,FoxNews,1,https://www.foxnews.com/politics/rfk-jr-corporate-media-attacked-more-president-trump
harris-trump showdown: group of former law enforcement leaders takes sides in presidential election,FoxNews,1,https://www.foxnews.com/politics/harris-trump-showdown-leading-law-enforcement-group-takes-sides-presidential-election
"brian stelter defends media not covering hunter biden in 2020, says critics don't know 'how newsrooms work'",FoxNews,1,https://www.foxnews.com/media/cnn-brian-stelter-hunter-biden-disinformation-conference
tiktok video at fast-food restaurant shows how speedy machine makes salad bowl in no time,FoxNews,1,https://www.foxnews.com/food-drink/tiktok-video-fast-food-restaurant-shows-how-speedy-machine-makes-salad-bowl-no-time
"on this day in history, february 17, 1801, jefferson is elected president as party politics divide new nation",FoxNews,1,https://www.foxnews.com/lifestyle/this-day-history-feb-17-1801-jefferson-elected-president-party-politics-nation
"fox news channel dominates cnn, msnbc during historic news cycle of third quarter as 'the five' makes history",FoxNews,1,https://www.foxnews.com/media/fox-news-channel-dominates-cnn-msnbc-during-historic-news-cycle-of-third-quarter.print
biden called out on border crisis by texas democrat: 'absolutely the president should be here',FoxNews,1,https://www.foxnews.com/media/biden-called-out-border-crisis-texas-democrat-absolutely-president-should-be-here
"biden admin unveils sweeping new actions increasing costs for oil, gas leasing",FoxNews,1,https://www.foxnews.com/politics/biden-admin-unveils-sweeping-new-actions-increasing-costs-oil-gas-leasing
"cnn's brian stelter gushed over cuomo's covid 'leadership': 'he's providing hope, but not false hope'",FoxNews,1,https://www.foxnews.com/media/cnn-brian-stelter-andrew-cuomo-leadership-hope-not-false-hope.print
"texas woman accidentally swallows partial dentures, here's how a medical team saved the day",FoxNews,1,https://www.foxnews.com/lifestyle/texas-woman-accidentally-swallows-partial-dentures-how-medical-team-saved
'america's got talent' judge heidi klum 'did not expect' 9-year-old's epic tina turner performance,FoxNews,1,https://www.foxnews.com/entertainment/americas-got-talent-judge-heidi-klum-did-not-expect-9-year-olds-epic-tina-turner-performance
new study reveals extreme weather's impact on seniors' attendance at doctor appointments,FoxNews,1,https://www.foxnews.com/health/study-reveals-extreme-weathers-impact-seniors-attendance-doctor-appointments
"on this day in history, february 12, 1809, abraham lincoln is born in kentucky",FoxNews,1,https://www.foxnews.com/lifestyle/this-day-history-feb-12-1809-abraham-lincoln-born-kentucky
national pow/mia recognition day reminds americans of 'nobility' of war heroes and the need to do better,FoxNews,1,https://www.foxnews.com/lifestyle/national-pow-mia-recognition-day-reminds-americans-nobility-war-heroes-ongoing-need-do-better.print
7 sneaky calorie culprits that are creeping into your healthy green salad,FoxNews,1,https://www.foxnews.com/food-drink/7-sneaky-calorie-culprits-healthy-green-salad
national women's soccer league faces lawsuit as former employee alleges sexual assault,FoxNews,1,https://www.foxnews.com/sports/national-womens-soccer-league-faces-lawsuit-former-employee-alleges-sexual-assault
tony bennett in his own words: 'i feel that i have been truly blessed',FoxNews,1,https://www.foxnews.com/lifestyle/tony-bennett-own-words-i-feel-i-have-been-truly-blessed
"on this day in history, april 1, 1945, us forces invade okinawa, last major battle of world war ii",FoxNews,1,https://www.foxnews.com/lifestyle/this-day-history-april-1-1945-us-forces-invade-okinawa-last-major-battle-wwii
esper replacement chris miller tells us troops: 'it's time to come home',FoxNews,1,https://www.foxnews.com/politics/esper-replacement-chris-miller-tells-us-troops-its-time-to-come-home
"on armed forces day, honor flight network receives stunning donation from mission bbq",FoxNews,1,https://www.foxnews.com/lifestyle/armed-forces-day-honor-flight-mission-bbq
thanksgiving casserole preferences vary state-by-state,FoxNews,1,https://www.foxnews.com/lifestyle/thanksgiving-casserole-preferences-state-google-trends
kamala harris tells 'the view' she can't think of anything she would have done differently from biden,FoxNews,1,https://www.foxnews.com/media/kamala-harris-tells-the-view-she-cant-think-anything-she-would-have-done-differently-from-biden.print
balance of power: trump campaign slams sen tester as 'radically out of touch' after abortion ad rollout,FoxNews,1,https://www.foxnews.com/politics/balance-power-trump-campaign-slams-sen-tester-radically-out-touch-after-abortion-ad-rollout
from the 'shark tank' to the campaign trail: mark cuban teams up with kamala harris,FoxNews,1,https://www.foxnews.com/politics/from-shark-tank-campaign-trail-mark-cuban-teams-up-kamala-harris.print
supreme court rules in favor of colorado graphic designer who refused to create same-sex wedding websites,FoxNews,1,https://www.foxnews.com/politics/supreme-court-rules-favor-colorado-graphic-designer-refused-create-same-sex-wedding-websites
'great weeknight dinner' of classic meatballs with garlic bread a celebrity chef's favorite,FoxNews,1,https://www.foxnews.com/food-drink/great-weeknight-dinner-classic-meatballs-garlic-bread-chef-favorite.print
virginia teacher shot by 6-year-old student in classroom says she'll 'never forget the look on his face',FoxNews,1,https://www.foxnews.com/us/virginia-teacher-shot-6-year-old-student-classroom-says-shell-never-forget-look-face
shawn mendes and camila cabello break up: we 'will continue to be best friends',FoxNews,1,https://www.foxnews.com/entertainment/shawn-mendes-camila-cabello-split-break-up-relationship
"kamala harris, dnc undertaking 'largest gaslighting operation' in history of politics, says house speaker",FoxNews,1,https://www.foxnews.com/media/kamala-harris-dnc-undertaking-largest-gaslighting-operation-history-politics-says-house-speaker
"illegal immigrants with 'terrorism ties' will continue to exploit border, homeland security report warns",FoxNews,1,https://www.foxnews.com/us/illegal-immigrants-terrorism-ties-exploit-border-homeland-security-warns
mother frantic to save clinical trial that could cure her daughter: ‘the treatment is sitting in a fridge',FoxNews,1,https://www.foxnews.com/health/mother-frantic-save-clinical-trial-could-cure-daughter-treatment-sitting-fridge.print
ted nugent slams wannabe 'tyrants' on 'tucker carlson today': we don't need the 'king's permission' in america,FoxNews,1,https://www.foxnews.com/media/ted-nugent-tucker-carlson-fox-nation-constitution-bear-arms.print
"analysis finds americans need extra $11,400 to afford the basics as gop lawmakers blame 'bidenomics'",FoxNews,1,https://www.foxnews.com/media/analysis-finds-americans-need-extra-11400-afford-basics-gop-lawmakers-blame-bidenomics
matt damon's advice to josh hartnett while filming 'oppenheimer' was ‘so unhelpful’,FoxNews,1,https://www.foxnews.com/entertainment/matt-damons-advice-josh-hartnett-while-filming-oppenheimer-so-unhelpful
"former secret service agent warns agency ‘stretched thin’ with new responsibilities, lack of manpower",FoxNews,1,https://www.foxnews.com/us/former-secret-service-agent-warns-agency-stretched-thin-new-responsibilities-lack-manpower
"book shows alleged biden-harris divide surfaced earlier than previous president-vp rifts, some critics say",FoxNews,1,https://www.foxnews.com/media/new-book-shows-alleged-biden-harris-divide-surfaced-earlier-previous-president-vp-rifts-critics.print
venezuelan tren de aragua gang recruiting kids from texas middle schools,FoxNews,1,https://www.foxnews.com/us/venezuelan-tren-de-aragua-gang-recruiting-kids-out-texas-middle-schools.print
jelly roll gives powerful testimony to congress on fentanyl: 'i was part of the problem',FoxNews,1,https://www.foxnews.com/entertainment/jelly-roll-gives-powerful-testimony-congress-fentanyl-part-problem
video resurfaces of harris chanting ‘down with deportation’ at 2018 parade with disgraced actor,FoxNews,1,https://www.foxnews.com/politics/video-resurfaces-harris-chanting-down-deportation-2018-parade-disgraced-actor
"thousands of anti-israel protesters descend on white house praising hamas, slamming 'genocide joe'",FoxNews,1,https://www.foxnews.com/media/thousands-anti-israel-protesters-descend-white-house-praising-hamas-slamming-genocide-joe
haitian migration roils town in key battleground state with signs of pro-trump support on the rise,FoxNews,1,https://www.foxnews.com/politics/haitian-migration-roils-town-battleground-state-signs-pro-trump-support-rise.print
105-year-old woman graduates from stanford university 83 years after leaving campus: 'amazing',FoxNews,1,https://www.foxnews.com/lifestyle/105-year-old-woman-graduates-stanford-university-83-years-leaving-campus-amazing
fox news poll: trump has edge over biden in potential 2024 rematch,FoxNews,1,https://www.foxnews.com/official-polls/fox-news-poll-trump-hedge-biden-potential-2024-rematch
"meet the american who first recorded the blues, nation's original pop diva mamie smith",FoxNews,1,https://www.foxnews.com/lifestyle/meet-the-american-who-first-recorded-blues-nations-original-pop-diva-mamie-smith
full-scale replica of anne frank's hidden annex to be unveiled in new york city,FoxNews,1,https://www.foxnews.com/travel/replica-anne-frank-hidden-annex-unveiled-new-york-city
who is imane khelif: the algerian olympic boxer deemed to have male chromosomes,FoxNews,1,https://www.foxnews.com/sports/who-imane-khelif-algerian-olympic-boxer-deemed-have-male-chromosomes.print
"from salmon to shark, here are the best and worst fish for your health, according to experts",FoxNews,1,https://www.foxnews.com/lifestyle/from-salmon-shark-best-worst-fish-health-according-experts
white house calls communism a 'failed ideology' after historic cuba protests,FoxNews,1,https://www.foxnews.com/politics/white-house-communism-failed-ideology-historic-cuba-protests
"arizona grandma, man she mistakenly texted, to share thanksgiving for 7th straight year since 2016",FoxNews,1,https://www.foxnews.com/lifestyle/arizona-grandma-man-she-mistakenly-texted-share-thanksgiving-7th-straight-year-since-2016
tim walz turns down ny times interview requests about response to george floyd riots,FoxNews,1,https://www.foxnews.com/media/tim-walz-turns-down-ny-times-interview-requests-about-response-george-floyd-riots
new york anti-israel rally at un features sign supporting terror group hezbollah,FoxNews,1,https://www.foxnews.com/us/new-york-anti-israel-rally-un-features-sign-supporting-terror-group-hezbollah
i'm the cake artist who won at the supreme court. here's why i'm still in court,FoxNews,1,https://www.foxnews.com/opinion/im-cake-artist-who-won-supreme-court-heres-why-im-still-court.print
"black farmers sue biden administration over broken debt relief promise, say president reneged on meeting",FoxNews,1,https://www.foxnews.com/media/black-farmers-sue-biden-administration-broken-debt-relief-promise-president-reneged-meeting
good samaritan helps drag wounded houston cop out of highway gunfight,FoxNews,1,https://www.foxnews.com/us/good-samaritan-helps-drag-wounded-houston-cop-out-highway-gunfight.print
"israeli military says regular infantry, armored units joining limited ground operation in southern lebanon",FoxNews,1,https://www.foxnews.com/world/israeli-military-says-regular-infantry-armored-units-joining-limited-ground-operation-southern-lebanon.print
rfk jr. shrugs off biden family corruption allegations: won't be a 'spear tip to my campaign',FoxNews,1,https://www.foxnews.com/media/rfk-jr-shrugs-off-biden-family-corruption-allegations-wont-spear-tip-campaign
"tens of thousands of illegal immigrants with sexual assault, murder convictions in us: ice data",FoxNews,1,https://www.foxnews.com/politics/tens-thousands-illegal-immigrants-sexual-assault-homicide-convictions-roaming-us-streets.print
biden admin issues warning to netanyahu as israel holds emergency meeting on gaza aid,FoxNews,1,https://www.foxnews.com/politics/biden-admin-issues-warning-netanyahu-israel-holds-emergency-meeting-gaza-aid.print
mother's day: the best one-liners and life advice i've ever gotten from mom,FoxNews,1,https://www.foxnews.com/lifestyle/mothers-day-one-liners-life-advice-real-moms.print
"mike rowe, well-known storyteller, announces 'something to stand for,' new film celebrating america",FoxNews,1,https://www.foxnews.com/lifestyle/mike-rowe-announces-something-stand-film-celebrating-america
how to score cheap stuff (to keep or resell),FoxNews,1,https://www.foxnews.com/tech/how-score-cheap-stuff-keep-resell
rural travel destinations where you can unplug and have fun this summer,FoxNews,1,https://www.foxnews.com/lifestyle/rural-travel-destinations-unplug-fun-summer
charlie sheen's ex denise richards vows to ‘support’ their daughter sami after actor disapproves onlyfans page,FoxNews,1,https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans
pentagon sending a ‘few thousand’ personnel to middle east day after biden said he wouldn’t add combat troops,FoxNews,1,https://www.foxnews.com/politics/pentagon-sending-few-thousand-us-troops-middle-east-one-day-after-biden-promised-he-wouldnt
