title,outlet,label
"celebrate warmer weather with walmart's weekly flash deals: find air conditioners, patio sets and camp gear",FoxNews,1
fbi investigating after washington tesla charging station damaged following 'loud noise',FoxNews,1
tmz founder 'stunned' by changes in menendez brothers ahead of possible resentencing hearing,FoxNews,1
ted cruz investigating usa fencing over trans athlete policy,FoxNews,1
doj investigates middle school over claims girls were forced to change with trans student,FoxNews,1
retirement planning: the differences between a traditional and roth ira,FoxNews,1
laura ingraham: this is how we can save capitalism,FoxNews,1
track the us national debt's rapid rise in real time,FoxNews,1
"ivanka trump's jiu-jitsu practice benefits whole family, celebrity trainers reveal",FoxNews,1
americans grade doge and elon musk's efforts within the first 100 days of the trump administration,FoxNews,1
"ice detains man after his girlfriend, 23, goes missing with foul play suspected",FoxNews,1
dangers of oversharing with ai tools,FoxNews,1
"kitchen cabinet: delicious recipes, surprising power foods & juicy secrets to eating better",FoxNews,1
morning glory: the israel-iran war is closer to its end than its beginning,FoxNews,1
'rhobh' star updates fans on teddi mellencamp's battle with stage 4 cancer,FoxNews,1
"your sandwich could hurt your credit score? hidden dangers of 'buy now, pay later' apps",FoxNews,1
"diabetes 'rewires' the brain in surprising way, study finds",FoxNews,1
nearly 1 million migrants who entered us with biden-era border app ordered to leave 'immediately',FoxNews,1
watch: dock crashes into kentucky bridge after breaking free during flood,FoxNews,1
'morbidly obese' florida man who admitted to killing miami herald employee to be executed tuesday,FoxNews,1
beau bridges shares dad lloyd bridges' golden rule for hollywood success,FoxNews,1
budget foodies swap pricey seafood towers for iconic american summer staple,FoxNews,1
fun facts: country is smaller than central park in nyc,FoxNews,1
pam bondi puts faith in ice as key source in decision to deport alleged ms-13 gang member,FoxNews,1
watch live: president trump gives remarks at republican dinner,FoxNews,1
"the faulkner focus - tuesday, april 8",FoxNews,1
cnn polling analyst says trump is more a 'soaring eagle' than a 'lame duck',FoxNews,1
study reveals exercising every day may not be necessary: 'better than none',FoxNews,1
"hooters axes bikini nights, but 'couldn't be more excited' for what comes next anyway",FoxNews,1
dramatic bodycam footage captures police rescue of trapped firefighter from illinois house explosion,FoxNews,1
retired army captain dedicates his medal of honor award to fellow soldiers in afghanistan,FoxNews,1
"ex-mlb players octavio dotel, tony blanco among dead in dominican republic roof collapse",FoxNews,1
"fact-checking director warns of 'crisis' as meta, trump's doge cuts threaten their 'honorable, patriotic' work",FoxNews,1
trump trade rep takes bipartisan fire over tariffs as dem launches bid to halt them,FoxNews,1
11 easter gifts you can give that aren't candy,FoxNews,1
anti-israel ringleader pushes back as court weighs deportation case,FoxNews,1
un official reappointed despite accusations of antisemitism,FoxNews,1
"new navy chief 'regrets' costly, high-powered missile strikes against houthis",FoxNews,1
"vacation mode: discover your next getaway, travel hacks & expert recommendations",FoxNews,1
private members-only swinger's club doing battle with town due to location next to a church,FoxNews,1
sydney sweeney turns heads with flash of lacy lingerie after reportedly calling off wedding,FoxNews,1
"picture of health: doctors on call for you, tips to staying fit & key warning signs",FoxNews,1
'it ends with us' actor calls out blake lively over key lawsuit claim,FoxNews,1
the first 100 days: president trump’s historic return to the white house,FoxNews,1
watch new episodes of jesus crown of thorns now on fox nation!,FoxNews,1
zero-emissions hydrogen-electric jet disrupts conventional flights,FoxNews,1
"dozens dead, including 2 former mlb players, after roof collapses at nightclub",FoxNews,1
"blake lively's 'it ends with us' co-star shocked over 'nearly nude' scene allegations, challenges her claims",FoxNews,1
furious charter captain boards boat to berate young fisherman in viral video,FoxNews,1
"white house: us will lead in ai, but china is catching up",FoxNews,1
first lady melania trump opens white house gardens to all americans,FoxNews,1
trump is just getting started with global tariffs: rep. byron donalds,FoxNews,1
"dem lashes out at trump admin, doge for efforts to downsize gov real estate",FoxNews,1
"white house warns against tariff retaliation, says trump ‘has a spine of steel and he will not break’",FoxNews,1
anti-trump protesters asked why they’re so mad — describe their fantasyland america,FoxNews,1
"all-star panel: tariff turmoil, wall street jitters & trump’s trade gambit",FoxNews,1
"play now! crosswords, word search, crazy crystals, stack & match and 5 across!",FoxNews,1
2025 nascar odds: denny hamlin favored to win food city 500 at bristol,FoxNews,1
measles infects baby in colorado: health officials,FoxNews,1
"outnumbered - tuesday, april 8",FoxNews,1
new gop proposal builds off laken riley act with slew of crimes targeting illegals,FoxNews,1
3d scans of titanic wreckage reveal new details about fateful ship's final moments,FoxNews,1
american-made products you can shop for this holiday season for loved ones,FoxNews,1
hot dog towers are a budget-friendly replacement for seafood towers,FoxNews,1
how to prepare your wallet as tariffs take effect,FoxNews,1
social media platform rolls out new features protecting kids from explicit content,FoxNews,1
up to 1m migrants who used biden's cbp one app ordered to deport by trump admin,FoxNews,1
android feature prevents sensitive content in google messages,FoxNews,1
new study finds diabetes 'rewires' the brain like early alzheimer’s,FoxNews,1
"trump against the world, our immigration asylum disaster, and more from fox news opinion",FoxNews,1
"here's how long you should wait between meals, say nutrition experts",FoxNews,1
"the story w/ martha maccallum - tuesday, april 8",FoxNews,1
trump to plant new jackson magnolia tree after white house chop-down: 'we've done everything for this tree',FoxNews,1
word search,FoxNews,1
dem wants the men's restroom to look more like the ladies' — and has a bill to make it happen,FoxNews,1
tony buzbee wants jay-z’s defamation lawsuit tossed,FoxNews,1
patricia heaton warns women not to wait too long to have children,FoxNews,1
karoline leavitt sends message to ‘lunatic’ left after ‘hands off’ protests,FoxNews,1
"'i'm an author and i'm grateful for democracy, including our first amendment rights'",FoxNews,1
"'pro-american' husband and wife become farmers, reveal how their product aligns with healthy living goals",FoxNews,1
"your sandwich could hurt your credit score? hidden dangers of 'buy now, pay later' apps coming to light",FoxNews,1
ivy league anti-israel ringleader mahmoud khalil denies allegations as judge awaits deportation evidence,FoxNews,1
rabbi speaks out after anti-israel activists who accused him of stalking forced to pay $182k legal bills,FoxNews,1
trump gets the last laugh after judge who halted deportations announces new decision,FoxNews,1
jd vance celebrates mother's major health milestone: ‘i am so proud of you’,FoxNews,1
usha vance reveals how 'switch flipped' after husband joined trump ticket,FoxNews,1
"us, panama ‘taking back’ canal from ‘china's influence,’ says hegseth",FoxNews,1
brutal killer who argued he's too fat to be executed has been served his last meal,FoxNews,1
"‘rhobh’ alum teddi mellencamp experiencing ‘some rough days’ during cancer treatment, co-star says",FoxNews,1
part 2 of 'martin scorsese presents: the saints' returns on fox nation for easter season,FoxNews,1
"ancient ten commandments fragment of 2,000-year-old manuscript to go on display at reagan library",FoxNews,1
famous bourbon distillery assessing damage as flooding ravages kentucky's capital,FoxNews,1
poll position: where trump stands with americans 11 weeks into his 2nd white house term,FoxNews,1
madonna confronts elton john over decades-long feud,FoxNews,1
"at least 18 dead, 120 injured in roof collapse at dominican republic nightclub",FoxNews,1
upgrade to microsoft 11 for just $10 and save up to 94% on other software deals,FoxNews,1
travis hunter nfl draft odds: browns become favorite to land heisman winner,FoxNews,1
"movie star rejects changing characters to satisfy diversity goals, instead wants new original characters",FoxNews,1
prominent former dnc fundraiser blasts cnn anchor's new book on biden cover-up,FoxNews,1
"test yourself on space sagas, famous foods and showbiz spectacles",FoxNews,1
left-leaning protestors share their visions of an 'ideal america' at anti-trump rally,FoxNews,1
karoline leavitt responds to 'hands off' protests: democrats are officially 'the party of crazy',FoxNews,1
2025 indycar odds: alex palou favored to win grand prix of long beach,FoxNews,1
what are the 10 biggest contracts in mlb history?,FoxNews,1
evening edition: u.s begins direct talks with iran over nuclear program,FoxNews,1
david marcus: don't be fooled. it's time to take trump literally on tariffs,FoxNews,1
russian air strikes kill 1 in kyiv as zelenskyy demands more pressure on putin,FoxNews,1
watch live: today’s top stories on ‘jesse watters primetime’,FoxNews,1
swap,FoxNews,1
"south korea says 10 north korean soldiers crossed military demarcation line, warning shots fired",FoxNews,1
jeffries claims trump budget bill will steal food from 'the mouths of babies' while enriching billionaires,FoxNews,1
meat cleaver-wielding man stabs young girls in bloody nyc attack as 11-year-old calls 911: police,FoxNews,1
defense lawyers urged to reexamine convictions led by fired karen read detective,FoxNews,1
"new lawyers for texas teen stabbing suspect seek lower bond, ask public not to rush to judgment",FoxNews,1
aspiring firefighter dies in snowboarding accident at popular ski resort,FoxNews,1
anesthesiologist accused of wife's cliffside murder attempt enters plea: 'two sides to every story',FoxNews,1
anonymous epstein accuser recants sexual slavery claims against moviefone co-founder,FoxNews,1
bryan kohberger returns to court for hearing on pile of evidence he wants thrown out before trial,FoxNews,1
epstein accuser virginia giuffre leaves hospital after crash with school bus,FoxNews,1
"florida man accused of killing girlfriend, staging murder scene while their children slept: police",FoxNews,1
new york town asks trump to help fight state's law banning native american school logos,FoxNews,1
girl dies after trip to the dentist,FoxNews,1
arizona prisoner serving 16 life sentences accused of killing 3 fellow inmates,FoxNews,1
texas track meet stabbing suspect told austin metcalf ‘see what happens’ as tent dispute turned deadly: docs,FoxNews,1
dolly parton supporters push petition to rename nashville airport: 'departin' from parton!',FoxNews,1
tropical vacation accident kills chef who worked at michelin-starred restaurant,FoxNews,1
jeffrey epstein accuser's school bus accident story under fire from parents,FoxNews,1
"american airlines passengers evacuate flight on wing of plane after landing in georgia, video shows",FoxNews,1
adopted daughter among 2 teen girls charged with murder of woman found butchered in utah vacation rental,FoxNews,1
small airplane skids off runway into bay during botched landing at oregon airport,FoxNews,1
man miraculously walks away after driving truck over cliff into niagara falls gorge,FoxNews,1
"kansas catholic priest was shot 'intentionally and with premeditation,' prosecutor alleges",FoxNews,1
"mississippi mortician allegedly stashed bodies inside storage unit after losing license, business: officials",FoxNews,1
"bull rider, 24, trampled to death in 'freak accident' at rodeo event: 'deeply upsetting to all of us'",FoxNews,1
"authorities identify father, 2 sons killed by pennsylvania amtrak train",FoxNews,1
man suspected of strangling pregnant teen girlfriend to death release on bond for the second time,FoxNews,1
ai-generated lawyer upsets judges in new york courtroom,FoxNews,1
ex-coal miner hopeful trump eo to boost coal will be 'beacon' for people to return to industry,FoxNews,1
'morbidly obese' florida man who admitted to killing miami herald employee executed tuesday,FoxNews,1
el salvadoran illegal immigrant charged in teen’s murder,FoxNews,1
florida men charged in 'truly heinous' global child porn ring involving over 1m files,FoxNews,1
migrant soccer coach accused of murdering child player could face death penalty,FoxNews,1
husband of dem mayor arrested for dui while driving toddler son hits back at critics,FoxNews,1
former president obama photobombs children taking cherry blossoms pics in washington,FoxNews,1
3 family members struck and killed by amtrak train near philadelphia: police,FoxNews,1
young nyc woman stabbed in neck with glass shard while strolling around ritzy shopping hub,FoxNews,1
"texas man who vowed to shoot, kill ice agents, said noem should be in 'gulag,' charged in federal court: doj",FoxNews,1
"kansas catholic priest dies after being shot at his church's rectory, leaving parish in 'state of shock'",FoxNews,1
chicago limo driver accused of sexually assaulting 5 women over 3 years,FoxNews,1
"virginia shooting during illegal gun sale leaves 3 dead, police say",FoxNews,1
"florida woman stole thousands during tarot card readings, spiritual cleansings scam: report",FoxNews,1
"pennsylvania cop shot by gunman involved in car crash, officials say",FoxNews,1
"rfk jr makes texas stop to visit family of 6-year-old measles victim, push mmr vaccine",FoxNews,1
florida deputy killed in shootout outside dollar general store,FoxNews,1
"suspected walgreens killer had 'grudge' against pharmacies, police say",FoxNews,1
missing california mom’s family digs for homicide ‘cover-up or cleanup’ as police eye persons of interest,FoxNews,1
"drugged suspect in 'altered mental state' stabs six, along with himself, during dc rampage: police",FoxNews,1
florida man accused of stealing cybertruck during test drive returned to tesla dealership days later,FoxNews,1
florida biker caught on video in highway drive-by shooting,FoxNews,1
suspect in fatal tennessee hit-and-run shared victim's daughter's plea for answers on social media,FoxNews,1
"machete-wielding, cinnamon bun-stealing north carolina man arrested for armed robbery: police",FoxNews,1
fugitive arrested after posting video taunting police on social media to 'locate him',FoxNews,1
"transportation sec sean duffy slams blue state governor, says criminals 'continue to terrorize' city residents",FoxNews,1
‘doomsday mom’ lori vallow shares why she made unusual legal move for 2nd murder trial: ‘fighting for my life’,FoxNews,1
"watch: dem jasmine crockett silent as aide attempts to intimidate, block reporter's question about violence",FoxNews,1
minivan plows through crowd injuring at least 9 in busy los angeles shopping district,FoxNews,1
"maine man shoots, kills mother, passing driver, wounds two others before taking own life",FoxNews,1
american man on bahamas family vacation found dead after leaving dinner to get jacket: report,FoxNews,1
"biden admin held private talks with beijing on chinese spy balloon ahead of notifying public, officials say",FoxNews,1
vp vance blasts mcconnell's vote against trump pentagon nominee: 'political pettiness',FoxNews,1
george stephanopoulos described biden as 'heartbreaking up close' during crucial post-debate interview: book,FoxNews,1
"trump press secretary doesn't engage with reporters using pronouns in emails, says they deny reality",FoxNews,1
anti-woke nonprofit sends letter to top legal firms in america warning about dei,FoxNews,1
"trump admin pauses $1b from cornell, $790m from northwestern amid civil rights investigation: report",FoxNews,1
'a great tribute': trump touts 'record' fundraising from national republican congressional committee,FoxNews,1
fox news politics newsletter: 'liberation day' backstory,FoxNews,1
trump pushes back on 'rebel' republicans over tariffs: 'you don't negotiate like i negotiate',FoxNews,1
"washington post columnist trashes colleagues, says editor robbed him of his humanity in memoir: report",FoxNews,1
'tailor-made' deals: trump touts tariff negotiations as china holds firm,FoxNews,1
fox news politics newsletter: targeting tda,FoxNews,1
american farmers have a voice in washington again,FoxNews,1
"coming up on wednesday, april 8 edition of ‘special report’",FoxNews,1
"elon musk scraps with chuck schumer, suggesting the senator profits from government fraud",FoxNews,1
smokey bear celebrates 80th birthday,FoxNews,1
"fox news politics newsletter: 'spine of steel', willing to deal",FoxNews,1
"big-name anchors going independent, making money in the substack era",FoxNews,1
babydog justice makes agriculture committee debut: 'she humanizes all of us',FoxNews,1
trump budget bill hangs in balance after president urges house gop rebels to halt mutiny,FoxNews,1
trump admin cuts $4m in princeton funding related to climate research,FoxNews,1
"donald trump’s allies, supporters and donors, led by elon musk, push to end tariff war",FoxNews,1
bret baier showcases views from forest service clock tower,FoxNews,1
"china's ai innovation is 'accelerating' but us remains dominant, white house says",FoxNews,1
agriculture secretary doesn't expect egg prices to significantly increase after trump tariff announcement,FoxNews,1
"where are they now? hunter biden's ex-business partners praise trump, maga following biden departure",FoxNews,1
axios ceo reveals how mainstream media destroyed public trust in three phases,FoxNews,1
‘deep ties to the ccp’: meet the vaping lobbyist ramping up pressure on trump to save 'illicit' vape industry,FoxNews,1
"fox news politics newsletter: tonight's elections are a trump, musk referendum",FoxNews,1
the sephora savings event is your chance to save up to 30% on must-have products,FoxNews,1
'well-preserved' baby mammoth dating back to ice age dissected by scientists: photos,FoxNews,1
"us, panama ‘taking back’ canal from ‘china's influence’ says hegseth",FoxNews,1
5 trending bite of fox recipes to get you out of the dinner rut and the hexclad gear to make it,FoxNews,1
"ancient settlement reveals remains of 1,800-year-old dog, baffling experts: 'preserved quite well'",FoxNews,1
un global comms arm under fire for anti-israel bias as critics call for reforms,FoxNews,1
trump sets record straight on musk’s white house tenure and more top headlines,FoxNews,1
5 recipes to try for grilled cheese month and the hexclad cookware to make them,FoxNews,1
astronauts to stand with nasa administrator nominee jared isaacman at senate confirmation hearing,FoxNews,1
oded lifshitz's grandson remembers him as a 'warrior of peace',FoxNews,1
"hamas terror outlet quietly cuts gaza death count, reveals most killed were combat-age men",FoxNews,1
special election results hint at what’s next for congress’ power balance and more top headlines,FoxNews,1
supporters defend trump’s pick to control america’s nuclear arsenal before senate grilling,FoxNews,1
hungary says it is withdrawing from international criminal court as israeli pm netanyahu visits country,FoxNews,1
houthis shoot down 3rd us reaper drone as trump administration continues daily airstrikes,FoxNews,1
"fox news entertainment newsletter: 'gilligan's island' star's troubled childhood, bill murray snaps at man",FoxNews,1
nasa astronaut arrives at international space station aboard russian spacecraft,FoxNews,1
tammy bruce backs trump's warning to iran ahead of meeting: this is going to make the world safer,FoxNews,1
"trump, china escalate trade war with new moves and more top headlines",FoxNews,1
trump unveils 'bold new vision' to take gaza from 'den of terror' to 'freedom zone': ellie cohanim,FoxNews,1
spring clean your home with these 10 sustainable products,FoxNews,1
compact items to take with you when you travel,FoxNews,1
trump meets netanyahu as first trade talks with world leaders begin and more top headlines,FoxNews,1
supreme court rules in trump's favor on deportations and more top headlines,FoxNews,1
zelenskyy says footage shows chinese pow captured in ukraine,FoxNews,1
rubio arrives in brussels for nato talks amid unease over trump’s agenda,FoxNews,1
10 smart home devices that can make your life easier and save money,FoxNews,1
south korean president removed from office four months after declaring martial law,FoxNews,1
a father's plea to president trump: 'only you can rescue my son from hamas',FoxNews,1
jd vance's warning on europe's future shines spotlight on continent's growing list of problems,FoxNews,1
fox news politics newsletter: not so fast-musk will finish the job,FoxNews,1
idf responds after hamas hits israeli cities in rocket attack: 'must pay a heavy price',FoxNews,1
"fox news entertainment newsletter: val kilmer dead at 65, 'real housewives' star gives cancer update",FoxNews,1
9 over-the-counter remedies to help you beat spring allergies,FoxNews,1
enslaved to exalted: martin scorsese's 'the saints' tells the story of st. moses the black,FoxNews,1
israeli military operation in gaza expanding to seize 'large areas': 'expanding to crush and clean the area',FoxNews,1
princeton event with former israeli pm naftali bennett disrupted by anti-israel agitators,FoxNews,1
"israel kills terrorist linked to bibas murders, us citizen kidnappings",FoxNews,1
luxury cruise ship caught in 40-foot waves while traveling through drake passage,FoxNews,1
uk prime minister to admit ‘globalization is over’ in response to trump tariffs: report,FoxNews,1
canada responds to trump's 'liberation day' tariffs and more top headlines,FoxNews,1
8 fun indoor activities to keep you entertained at home,FoxNews,1
"some countries targeted by trump tariffs seek negotiations, china says 'no winners in trade wars'",FoxNews,1
"iran would be a 'fool' to not sit down and make a deal, says aaron cohen",FoxNews,1
india's parliament passes bill that would change muslim land endowments,FoxNews,1
these 8 trending outfits are perfect for your spring wardrobe,FoxNews,1
what the jfk documents reveal about assassin lee harvey oswald,FoxNews,1
10 products to take care of your indoor plants in the spring,FoxNews,1
"china fires back, launches major tariffs on us products",FoxNews,1
sen dick durbin: closing federal offices punishes everyday americans,FoxNews,1
john yoo calls for judges to 'respect trump's agenda' after admin wins trio of key cases,FoxNews,1
donald trump and elon musk are an unusual team. has this ever happened at the white house?,FoxNews,1
biden’s leftover regulations will decide your next light bulb unless trump stops them,FoxNews,1
"mike huckabee nomination advances in senate, one step closer to becoming ambassador to israel",FoxNews,1
npr fails to make its case,FoxNews,1
dr nicole saphier: how best to use technology in our children's classrooms,FoxNews,1
"many federal judges are overstepping their power, but 'impeachment!' is not the answer",FoxNews,1
liberation day and trump tariffs are not the end of trade. it's only the beginning,FoxNews,1
5 critical reasons why the next antisemitism envoy must think bigger,FoxNews,1
the 'best and the brightest' 2.0,FoxNews,1
maine mom's child's gender ordeal cries out for team trump,FoxNews,1
an ambitious trade deal with india is in our grasp,FoxNews,1
doge exposed our immigration asylum disaster. that was the tip of the iceberg,FoxNews,1
scoop: ramaswamy scores endorsement from a powerful house member in ohio governor run,FoxNews,1
here's what trump is really up to with high-stakes tariff gambit,FoxNews,1
wisconsin’s six warning signs for republicans,FoxNews,1
author reveals ‘astounding' truth about biden’s decline: 'even wilder than you think',FoxNews,1
"we must meet voters where they are, dan turrentine explains",FoxNews,1
sen rand paul: terminate the trump tariffs before it's too late,FoxNews,1
"trump risks it all, takes on the world with tariffs and puts america first",FoxNews,1
'food babe' vani hari: don't boo the maha movement. our health and safety are bigger than bureaucrats' egos,FoxNews,1
"'snow white' star rachel zegler blunted disney's 'magic' with outspoken politics, 'no filter' host says",FoxNews,1
"trump is trying to 'level the playing field' with global tariffs, gop rep. says",FoxNews,1
why this high school athlete is joining the race to get men out of women’s sports,FoxNews,1
trump trade chief faces house grilling on tariffs,FoxNews,1
broadcast bias: networks mock musk but dodge doge and ‘government efficiency’,FoxNews,1
‘the five’ breaks down tense tariff negotiations,FoxNews,1
sean hannity: this is the closest we've come to peace,FoxNews,1
"david marcus: small-town america shrugs off tariff talk, puts faith in trump",FoxNews,1
what is the congressional gop waiting for?,FoxNews,1
jonathan turley: biden doj behind even the times in pursuing alleged hunter corruption,FoxNews,1
four important ways trump can tackle the drug crisis and make america healthy again,FoxNews,1
"the democrats chose wrong and they are reaping the rewards, michael shellenberger says",FoxNews,1
the 3 curses of alzheimer’s caregivers,FoxNews,1
trump moves to revive american coal with new executive orders,FoxNews,1
"i used to love amtrak, but now i realize it needs doge",FoxNews,1
israeli un ambassador danny danon slams ‘antisemitic’ un report,FoxNews,1
human rights council blocks watchdog chief from criticizing un official accused of antisemitism,FoxNews,1
"freed israeli hostage tells un, 'no more excuses,' says aid is feeding terrorists",FoxNews,1
'blindsided': how stefanik's trump nomination as un ambassador imploded,FoxNews,1
doge usaid budget cuts hit un in 'worst liquidity crisis since its establishment',FoxNews,1
new study shuts down icc charges against israel over gaza starvation claims,FoxNews,1
sen. john cornyn: stefanik should be ‘congratulated’ for withdrawing as u.n. ambassador nominee,FoxNews,1
israel says hamas sent a toddler to a military outpost,FoxNews,1
"iran, china and russia huddle for nuclear talks while un meets behind closed doors on possible sanctions",FoxNews,1
the hitchhiker’s guide to stefanik’s withdrawal as un ambassador nominee,FoxNews,1
"trump urged to review un immunity, lax visa rules amid national security concerns",FoxNews,1
netanyahu slams 'terrorist-supporting' un council that accused israel of committing sexual crimes,FoxNews,1
hillel neuer on the un reappointing an official accused of antisemitism,FoxNews,1
"beware of new un human rights council move aiming to prosecute israeli, us troops around the world",FoxNews,1
un official denies seeing 'a shred of evidence' showing staff in gaza held hostages,FoxNews,1
republicans seek to block the reappointment of un official accused of antisemitism,FoxNews,1
un watch executive director hillel neuer was blocked from delivering his remarks against a un official,FoxNews,1
tulsi gabbard's warning to senate on syria proves prophetic as al qaeda-linked regime slaughters minorities,FoxNews,1
"un blames israelis for attack on compound but doesn't mention hamas, says forced to reduce gaza footprint",FoxNews,1
time is running out to stop iran from making nuclear bomb: 'dangerous territory',FoxNews,1
"trump, his administration are 'delivering for the american people on their promises': ellie cohanim",FoxNews,1
trump picks michael george desombre to represent us in east asia and pacific,FoxNews,1
'un80 initiative' appears to show world body's panic over possible doge-like cuts,FoxNews,1
"i was biden's man in the room at the un security council. don't let russia, china take over",FoxNews,1
un watchdog project calls on doge caucus to 'audit' the international org,FoxNews,1
"experts warn iran’s nuclear double-talk designed to buy time, undermine us pressure",FoxNews,1
trump threatens iran over nukes as dni gabbard claims tehran is not building bombs,FoxNews,1
putin conscripts 160k men as russia eyes ukraine offensive,FoxNews,1
gen. jack keane: iran has made a major concession here,FoxNews,1
morning glory: trump has drawn a 'red line' for iran,FoxNews,1
us will know in 'matter of weeks' if russia is serious about peace or using 'delay tactic': rubio,FoxNews,1
rubio says will know in a 'matter of weeks' if russia serious about ceasefire,FoxNews,1
microsoft employees interrupt company event with anti-israel protest,FoxNews,1
russia calls trump threats to bomb iran 'illegal and unacceptable',FoxNews,1
trump says us will deal 'directly' with iran in high-level meeting on saturday,FoxNews,1
president trump says us to have direct talks with iran,FoxNews,1
"trump, netanyahu to meet at white house as israel seeks tariff relief, discussions on iran, gaza hostages",FoxNews,1
university's annual israel block party met with protests,FoxNews,1
"in warning to turkey, israel hits strategic targets in syria amid rising tensions",FoxNews,1
"trump team 'stopped world war 3' from happening, russian envoy says",FoxNews,1
state-controlled iranian newspaper calls for firing bullets into trump’s ‘empty skull’,FoxNews,1
